You shouldn't be covering what you really feel.;There is no point in covering up what you said, we all know.;2.21  ;1.510987
Do you want to come with us to the pub behind the hill?;We are going out for drinks tonight in Salford Quays if you would like to come.;1.82;1.801510
This key doesn't seem to be working, could you give me another?;I dislike the word quay, it confuses me, I always think of things for locks, there's another one. ; 0.72;1.169263
The ghost appeared from nowhere and frightened the old man.;The ghost of Queen Victoria appears to me every night, I don't know why, I don't even like the royals.;1.45;4.000000
You're not a good friend if you're not prepared to be present when I need you.;A good friend always seems to be present when you need them.;3.14    ;0.210488
The children crossed the road very safely thanks to the help of the lollipop lady.;It was feared that the child might not recover, because he was seriously ill.;0.13 ;1.517520
I have invited a variety of people to my party so it should be interesting.;A number of invitations were given out to a variety of people inviting them down the pub.;2.18  ;-0.348372
I offer my condolences to the parents of John Smith, who was unfortunately murdered.;I express my sympathy to John Smith’s parents following his murder. ; 3.91;4.000000
Boats come in all shapes and sizes but they all do the same thing.;Chairs can be comfy and not comfy, depending on the chair.;0.5  ;0.146304
If you continuously use these products, I guarantee you will look very young.;I assure you that, by using these products consistently over a long period of time, you will appear really young.;3.58  ;1.806868
We ran farther than the other children that day.;You ran farther than anyone today.;2.43;3.704255
I always like to have a slice of lemon in my drink especially if it's Coke.;I like to put a wedge of lemon in my drinks, especially cola.;3.81 ;4.000000
It seems like I've got eczema on my ear doctor, can you recommend something for me?;I had to go to a chemist for a special rash cream for my ear. ;2.05 ;2.279458
I am proud of our nation, well, most of it.;I think of myself as being part of a nation.;1.71  ;4.000000
There was a heap of rubble left by the builders outside my house this morning.;Sometimes in a large crowd accidents may happen, which can cause deadly injuries.;0.09 ;1.998028
Water freezes at a certain temperature, which is zero degrees Celsius.;The temperature of boiling water is 100 C and the temperature of ice is 0 C.; 3.08;1.713995
We got home safely in the end, although it was a long journey.;Though it took many hours travel, we finally reached our house safely.;3.06  ;1.622797
A man called Dave gave his fiancée a large diamond ring for their engagement.;The man presented a diamond to the woman and asked her to marry him. ; 3.22;3.179781
I used to run quite a lot, in fact once I ran for North Tyneside.;I used to climb lots at school as we had a new climbing wall put in the gym.;0.74;4.000000
I love to laugh as it makes me happy as well as those around me.;I thought we bargained that it would only cost me a pound.;  0.08;4.000000
Because I am the eldest one I should be more responsible.;Just because of my age, people shouldn't think I'm a responsible adult, but they do? ;2.23;3.047561
I need to dash into the kitchen because I think my chip pan is on fire.;In the event of a chip pan fire follow the instructions on the safety note. ;1.7 ;-0.461599
Peter was a very large youth, whose size intimidated most people, much to his delight. ;Now I wouldn't say he was fat, but I'd certainly say he was one of the larger boys. ;1.96;2.320201
I'm going to buy a grey jumper today, in half an hour.;That's a nice grey top, where did you get it from?; 1.25;2.279744
We got soaked in the rain today, but now we are nice and dry. ;I was absolutely soaking wet last night, I drove my bike through the worst weather. ;1.68;3.328628
Global warming is what everyone is worrying about today.;The problem of global warming is a concern to every country in the world at the moment.; 3.14;1.168722
He was harshly punished for setting the fire alarms off.;He delayed his response, in order to create a tense atmosphere. ;0.22;4.000000
Midday is 12 o'clock in the middle of the day.;Noon is 12 o'clock in the middle of the day. ;3.96 ;4.000000
That's not a very good car, on the other hand mine is great.;This is a terrible noise level for a new car. ;1.05;3.223064
There was a terrible accident, a pileup, on the M16 today.;It was a terrible accident, no one believed it was possible. ;2.33 ;2.974838
After hours of getting lost we eventually arrived at the hotel.;After walking against the strong wind for hours he finally returned home safely. ; 1.09;4.000000
The first thing I do in a morning is make myself a cup of coffee.;The first thing I do in the morning is have a cup of coffee. ;3.85;4.000000
Someone spilt a drink accidentally on my shirt, so I changed it.;It appears to have shrunk, it wasn't that size before I washed it.;0.48;1.089890
I'm worried most seriously about the presentation, not the essay.;It is mostly very difficult to gain full marks in today's exam.;0.77;2.279458
It is mostly very difficult to gain full marks in today's exam.;The exam was really difficult, I've got no idea if I'm going to pass.;2.54;1.517520
Meet me on the hill behind the church in half an hour. ;Join me on the hill at the back of the church in thirty minutes time.;3.93;1.152686
If you don't console with a friend, there is a chance you may hurt their feelings.;One of the qualities of a good friend is the ability to console. ;3.01;2.475861
We tried to bargain with him but it made no difference, he still didn't change his mind.;I tried bargaining with him, but he just wouldn't listen. ;3.43;3.328628
It gives me great pleasure to announce the winner of this year's beauty pageant.;It’s a real pleasure to tell you who has won our annual beauty parade. ; 3.88;4.000000
They said they were hoping to go to America on holiday.;I like to cover myself up in lots of layers, I don't like the cold. ;0.16;2.925360
Will I have to drive far to get to the nearest petrol station? ;Is it much farther for me to drive to the next gas station?; 3.84;2.991484
I think I know her from somewhere because she has a familiar face. ;You have a very familiar face, where do I know you from? ;3.36;3.129753
I am sorry but I can't go out as I have a heap of work to do.;I’ve a heap of things to finish so I can’t go out I’m afraid.;3.6;4.000000
The responsible man felt very guilty when he crashed into the back of someone's car.;A slow driver can be annoying even though they are driving safely.; 0.88;3.179781
Get that wet dog off my brand new white sofa.;Make that wet hound get off my white couch – I only just bought it. ; 3.59;3.525713
He fought in the war in Iraq before being killed in a car crash.;The prejudice I suffered whilst on holiday in Iraq was quite alarming. ; 0.55;0.462593
The cat was hungry so he went into the back garden to find lunch.;The hen walked about in the yard eating tasty grain.;1.2;4.000000
My bedroom wall is lemon coloured but my mother says it is yellow.;Roses can be different colours, it has to be said red is the best though. ; 0.68;-0.032973
Would you like to drink this wine with your meal?;Will you drink a glass of wine while you eat?;3.56;3.739549
Roses can be different colours, it has to be said red is the best though.;Roses come in many varieties and colours, but yellow is my favourite.;2.83;-0.045174
Flies can also carry a lot of disease and cause maggots.;I dry my hair after I wash it or I will get ill. ;0.12;-0.048736
Could you climb up the tree and save my cat from jumping please? ;Can you get up that tree and rescue my cat otherwise it might jump?;3.83;3.539780
The pleasure that I get from studying, is that I learn new things.;I have a doubt about this exam, we never got to study for it.;0.74;-0.315338
The perpetrators of war crimes are rotten to the core.;There are many global issues that everybody should be aware of, such as the threat of terrorism. ; 0.95;1.659516
The damp was mostly in the very corner of the room. ;The young lady was somewhat partially burnt from the sun.;0.11;4.000000
We often ran to school because we were always late. ;I knew I was late for my class so I ran all the way to school.;3.1;3.328628
I hope you're taking this seriously, if not you can get out of here. ;The difficult course meant that only the strong would survive.;0.5;-0.315338
The shores or shore of a sea, lake or wide river is the land along the edge of it.;An autograph is the signature of someone famous which is specially written for a fan to keep. ; 0.11;2.609037
 I bought a new guitar today, do you like it?;The weapon choice reflects the personality of the carrier.;0.16;-0.315338
I am so hungry I could eat a whole horse plus dessert.;I could have eaten another meal, I'm still starving.;3.06;4.000000
Would you like to go out to drink with me tonight?;I really don't know what to eat tonight so I might go out somewhere.;1.01;3.927507
I advise you to treat this matter very seriously as it is vital.;You must take this most seriously, it will affect you.;3.38   ;3.975813
When I was going out to meet my friends there was a delay at the train station.;The train operator announced to the passengers that the train would be delayed.;3.13;3.705540
Does music help you to relax, or does it distract you too much?;Does this sponge look wet or dry to you?;0.1 ;3.918011
You must realise that you will definitely be punished if you play with the alarm.;He will be harshly punished for setting the fire alarm off.;2.84 ;3.682163
I will make you laugh so much that your sides ache.;When I tell you this you will split your sides laughing.;3.75 ;3.972537
You shouldn't be covering what you really feel.;There is no point in covering up what you said, we all know.;2.21  ;3.933017
Do you want to come with us to the pub behind the hill?;We are going out for drinks tonight in Salford Quays if you would like to come.;1.82;3.991047
This key doesn't seem to be working, could you give me another?;I dislike the word quay, it confuses me, I always think of things for locks, there's another one. ; 0.72;3.867138
The ghost appeared from nowhere and frightened the old man.;The ghost of Queen Victoria appears to me every night, I don't know why, I don't even like the royals.;1.45;4.000000
You're not a good friend if you're not prepared to be present when I need you.;A good friend always seems to be present when you need them.;3.14    ;3.993843
The children crossed the road very safely thanks to the help of the lollipop lady.;It was feared that the child might not recover, because he was seriously ill.;0.13 ;3.806630
I have invited a variety of people to my party so it should be interesting.;A number of invitations were given out to a variety of people inviting them down the pub.;2.18  ;3.860978
I offer my condolences to the parents of John Smith, who was unfortunately murdered.;I express my sympathy to John Smith’s parents following his murder. ; 3.91;3.736604
Boats come in all shapes and sizes but they all do the same thing.;Chairs can be comfy and not comfy, depending on the chair.;0.5  ;3.754252
If you continuously use these products, I guarantee you will look very young.;I assure you that, by using these products consistently over a long period of time, you will appear really young.;3.58  ;3.998886
We ran farther than the other children that day.;You ran farther than anyone today.;2.43;4.000000
I always like to have a slice of lemon in my drink especially if it's Coke.;I like to put a wedge of lemon in my drinks, especially cola.;3.81 ;3.838439
It seems like I've got eczema on my ear doctor, can you recommend something for me?;I had to go to a chemist for a special rash cream for my ear. ;2.05 ;3.834893
I am proud of our nation, well, most of it.;I think of myself as being part of a nation.;1.71  ;3.913537
There was a heap of rubble left by the builders outside my house this morning.;Sometimes in a large crowd accidents may happen, which can cause deadly injuries.;0.09 ;3.835618
Water freezes at a certain temperature, which is zero degrees Celsius.;The temperature of boiling water is 100 C and the temperature of ice is 0 C.; 3.08;3.982725
We got home safely in the end, although it was a long journey.;Though it took many hours travel, we finally reached our house safely.;3.06  ;3.894354
A man called Dave gave his fiancée a large diamond ring for their engagement.;The man presented a diamond to the woman and asked her to marry him. ; 3.22;4.000000
I used to run quite a lot, in fact once I ran for North Tyneside.;I used to climb lots at school as we had a new climbing wall put in the gym.;0.74;4.000000
I love to laugh as it makes me happy as well as those around me.;I thought we bargained that it would only cost me a pound.;  0.08;3.934316
Because I am the eldest one I should be more responsible.;Just because of my age, people shouldn't think I'm a responsible adult, but they do? ;2.23;3.802743
I need to dash into the kitchen because I think my chip pan is on fire.;In the event of a chip pan fire follow the instructions on the safety note. ;1.7 ;3.623254
Peter was a very large youth, whose size intimidated most people, much to his delight. ;Now I wouldn't say he was fat, but I'd certainly say he was one of the larger boys. ;1.96;3.993129
I'm going to buy a grey jumper today, in half an hour.;That's a nice grey top, where did you get it from?; 1.25;3.856313
We got soaked in the rain today, but now we are nice and dry. ;I was absolutely soaking wet last night, I drove my bike through the worst weather. ;1.68;3.994026
Global warming is what everyone is worrying about today.;The problem of global warming is a concern to every country in the world at the moment.; 3.14;3.881695
He was harshly punished for setting the fire alarms off.;He delayed his response, in order to create a tense atmosphere. ;0.22;3.897346
Midday is 12 o'clock in the middle of the day.;Noon is 12 o'clock in the middle of the day. ;3.96 ;4.000000
That's not a very good car, on the other hand mine is great.;This is a terrible noise level for a new car. ;1.05;3.975918
There was a terrible accident, a pileup, on the M16 today.;It was a terrible accident, no one believed it was possible. ;2.33 ;4.000000
After hours of getting lost we eventually arrived at the hotel.;After walking against the strong wind for hours he finally returned home safely. ; 1.09;3.997974
The first thing I do in a morning is make myself a cup of coffee.;The first thing I do in the morning is have a cup of coffee. ;3.85;4.000000
Someone spilt a drink accidentally on my shirt, so I changed it.;It appears to have shrunk, it wasn't that size before I washed it.;0.48;3.926524
I'm worried most seriously about the presentation, not the essay.;It is mostly very difficult to gain full marks in today's exam.;0.77;3.983125
It is mostly very difficult to gain full marks in today's exam.;The exam was really difficult, I've got no idea if I'm going to pass.;2.54;3.987653
Meet me on the hill behind the church in half an hour. ;Join me on the hill at the back of the church in thirty minutes time.;3.93;4.000000
If you don't console with a friend, there is a chance you may hurt their feelings.;One of the qualities of a good friend is the ability to console. ;3.01;3.998302
We tried to bargain with him but it made no difference, he still didn't change his mind.;I tried bargaining with him, but he just wouldn't listen. ;3.43;4.000000
It gives me great pleasure to announce the winner of this year's beauty pageant.;It’s a real pleasure to tell you who has won our annual beauty parade. ; 3.88;3.995668
They said they were hoping to go to America on holiday.;I like to cover myself up in lots of layers, I don't like the cold. ;0.16;3.757935
Will I have to drive far to get to the nearest petrol station? ;Is it much farther for me to drive to the next gas station?; 3.84;3.979824
I think I know her from somewhere because she has a familiar face. ;You have a very familiar face, where do I know you from? ;3.36;3.856123
I am sorry but I can't go out as I have a heap of work to do.;I’ve a heap of things to finish so I can’t go out I’m afraid.;3.6;3.998800
The responsible man felt very guilty when he crashed into the back of someone's car.;A slow driver can be annoying even though they are driving safely.; 0.88;3.881902
Get that wet dog off my brand new white sofa.;Make that wet hound get off my white couch – I only just bought it. ; 3.59;4.000000
He fought in the war in Iraq before being killed in a car crash.;The prejudice I suffered whilst on holiday in Iraq was quite alarming. ; 0.55;3.963569
The cat was hungry so he went into the back garden to find lunch.;The hen walked about in the yard eating tasty grain.;1.2;3.962067
My bedroom wall is lemon coloured but my mother says it is yellow.;Roses can be different colours, it has to be said red is the best though. ; 0.68;3.999651
Would you like to drink this wine with your meal?;Will you drink a glass of wine while you eat?;3.56;4.000000
Roses can be different colours, it has to be said red is the best though.;Roses come in many varieties and colours, but yellow is my favourite.;2.83;3.997736
Flies can also carry a lot of disease and cause maggots.;I dry my hair after I wash it or I will get ill. ;0.12;3.992416
Could you climb up the tree and save my cat from jumping please? ;Can you get up that tree and rescue my cat otherwise it might jump?;3.83;4.000000
The pleasure that I get from studying, is that I learn new things.;I have a doubt about this exam, we never got to study for it.;0.74;3.993499
The perpetrators of war crimes are rotten to the core.;There are many global issues that everybody should be aware of, such as the threat of terrorism. ; 0.95;3.999735
The damp was mostly in the very corner of the room. ;The young lady was somewhat partially burnt from the sun.;0.11;3.993036
We often ran to school because we were always late. ;I knew I was late for my class so I ran all the way to school.;3.1;3.881108
I hope you're taking this seriously, if not you can get out of here. ;The difficult course meant that only the strong would survive.;0.5;3.978618
The shores or shore of a sea, lake or wide river is the land along the edge of it.;An autograph is the signature of someone famous which is specially written for a fan to keep. ; 0.11;3.999605
 I bought a new guitar today, do you like it?;The weapon choice reflects the personality of the carrier.;0.16;3.999393
I am so hungry I could eat a whole horse plus dessert.;I could have eaten another meal, I'm still starving.;3.06;3.998958
Would you like to go out to drink with me tonight?;I really don't know what to eat tonight so I might go out somewhere.;1.01;0.431737
I advise you to treat this matter very seriously as it is vital.;You must take this most seriously, it will affect you.;3.38   ;3.415874
When I was going out to meet my friends there was a delay at the train station.;The train operator announced to the passengers that the train would be delayed.;3.13;0.620771
Does music help you to relax, or does it distract you too much?;Does this sponge look wet or dry to you?;0.1 ;4.000000
You must realise that you will definitely be punished if you play with the alarm.;He will be harshly punished for setting the fire alarm off.;2.84 ;1.725672
I will make you laugh so much that your sides ache.;When I tell you this you will split your sides laughing.;3.75 ;1.252894
You shouldn't be covering what you really feel.;There is no point in covering up what you said, we all know.;2.21  ;0.774611
Do you want to come with us to the pub behind the hill?;We are going out for drinks tonight in Salford Quays if you would like to come.;1.82;1.541834
This key doesn't seem to be working, could you give me another?;I dislike the word quay, it confuses me, I always think of things for locks, there's another one. ; 0.72;1.168270
The ghost appeared from nowhere and frightened the old man.;The ghost of Queen Victoria appears to me every night, I don't know why, I don't even like the royals.;1.45;4.000000
You're not a good friend if you're not prepared to be present when I need you.;A good friend always seems to be present when you need them.;3.14    ;-0.237927
The children crossed the road very safely thanks to the help of the lollipop lady.;It was feared that the child might not recover, because he was seriously ill.;0.13 ;1.799956
I have invited a variety of people to my party so it should be interesting.;A number of invitations were given out to a variety of people inviting them down the pub.;2.18  ;-0.482121
I offer my condolences to the parents of John Smith, who was unfortunately murdered.;I express my sympathy to John Smith’s parents following his murder. ; 3.91;4.000000
Boats come in all shapes and sizes but they all do the same thing.;Chairs can be comfy and not comfy, depending on the chair.;0.5  ;1.669336
If you continuously use these products, I guarantee you will look very young.;I assure you that, by using these products consistently over a long period of time, you will appear really young.;3.58  ;1.347683
We ran farther than the other children that day.;You ran farther than anyone today.;2.43;3.566230
I always like to have a slice of lemon in my drink especially if it's Coke.;I like to put a wedge of lemon in my drinks, especially cola.;3.81 ;4.000000
It seems like I've got eczema on my ear doctor, can you recommend something for me?;I had to go to a chemist for a special rash cream for my ear. ;2.05 ;2.019036
I am proud of our nation, well, most of it.;I think of myself as being part of a nation.;1.71  ;4.000000
There was a heap of rubble left by the builders outside my house this morning.;Sometimes in a large crowd accidents may happen, which can cause deadly injuries.;0.09 ;2.433632
Water freezes at a certain temperature, which is zero degrees Celsius.;The temperature of boiling water is 100 C and the temperature of ice is 0 C.; 3.08;0.439282
We got home safely in the end, although it was a long journey.;Though it took many hours travel, we finally reached our house safely.;3.06  ;0.986901
A man called Dave gave his fiancée a large diamond ring for their engagement.;The man presented a diamond to the woman and asked her to marry him. ; 3.22;2.577459
I used to run quite a lot, in fact once I ran for North Tyneside.;I used to climb lots at school as we had a new climbing wall put in the gym.;0.74;4.000000
I love to laugh as it makes me happy as well as those around me.;I thought we bargained that it would only cost me a pound.;  0.08;4.000000
Because I am the eldest one I should be more responsible.;Just because of my age, people shouldn't think I'm a responsible adult, but they do? ;2.23;2.597056
I need to dash into the kitchen because I think my chip pan is on fire.;In the event of a chip pan fire follow the instructions on the safety note. ;1.7 ;-1.327594
Peter was a very large youth, whose size intimidated most people, much to his delight. ;Now I wouldn't say he was fat, but I'd certainly say he was one of the larger boys. ;1.96;1.850384
I'm going to buy a grey jumper today, in half an hour.;That's a nice grey top, where did you get it from?; 1.25;2.202070
We got soaked in the rain today, but now we are nice and dry. ;I was absolutely soaking wet last night, I drove my bike through the worst weather. ;1.68;3.369697
Global warming is what everyone is worrying about today.;The problem of global warming is a concern to every country in the world at the moment.; 3.14;-1.051158
He was harshly punished for setting the fire alarms off.;He delayed his response, in order to create a tense atmosphere. ;0.22;4.000000
Midday is 12 o'clock in the middle of the day.;Noon is 12 o'clock in the middle of the day. ;3.96 ;3.996351
That's not a very good car, on the other hand mine is great.;This is a terrible noise level for a new car. ;1.05;2.984546
There was a terrible accident, a pileup, on the M16 today.;It was a terrible accident, no one believed it was possible. ;2.33 ;2.693590
After hours of getting lost we eventually arrived at the hotel.;After walking against the strong wind for hours he finally returned home safely. ; 1.09;4.000000
The first thing I do in a morning is make myself a cup of coffee.;The first thing I do in the morning is have a cup of coffee. ;3.85;4.000000
Someone spilt a drink accidentally on my shirt, so I changed it.;It appears to have shrunk, it wasn't that size before I washed it.;0.48;2.051136
I'm worried most seriously about the presentation, not the essay.;It is mostly very difficult to gain full marks in today's exam.;0.77;2.019036
It is mostly very difficult to gain full marks in today's exam.;The exam was really difficult, I've got no idea if I'm going to pass.;2.54;1.799956
Meet me on the hill behind the church in half an hour. ;Join me on the hill at the back of the church in thirty minutes time.;3.93;2.250776
If you don't console with a friend, there is a chance you may hurt their feelings.;One of the qualities of a good friend is the ability to console. ;3.01;1.772450
We tried to bargain with him but it made no difference, he still didn't change his mind.;I tried bargaining with him, but he just wouldn't listen. ;3.43;3.369697
It gives me great pleasure to announce the winner of this year's beauty pageant.;It’s a real pleasure to tell you who has won our annual beauty parade. ; 3.88;4.000001
They said they were hoping to go to America on holiday.;I like to cover myself up in lots of layers, I don't like the cold. ;0.16;2.458985
Will I have to drive far to get to the nearest petrol station? ;Is it much farther for me to drive to the next gas station?; 3.84;1.918359
I think I know her from somewhere because she has a familiar face. ;You have a very familiar face, where do I know you from? ;3.36;3.415874
I am sorry but I can't go out as I have a heap of work to do.;I’ve a heap of things to finish so I can’t go out I’m afraid.;3.6;4.000000
The responsible man felt very guilty when he crashed into the back of someone's car.;A slow driver can be annoying even though they are driving safely.; 0.88;2.577459
Get that wet dog off my brand new white sofa.;Make that wet hound get off my white couch – I only just bought it. ; 3.59;3.445701
He fought in the war in Iraq before being killed in a car crash.;The prejudice I suffered whilst on holiday in Iraq was quite alarming. ; 0.55;1.536481
The cat was hungry so he went into the back garden to find lunch.;The hen walked about in the yard eating tasty grain.;1.2;4.000000
My bedroom wall is lemon coloured but my mother says it is yellow.;Roses can be different colours, it has to be said red is the best though. ; 0.68;-0.293122
Would you like to drink this wine with your meal?;Will you drink a glass of wine while you eat?;3.56;2.924225
Roses can be different colours, it has to be said red is the best though.;Roses come in many varieties and colours, but yellow is my favourite.;2.83;3.079699
Flies can also carry a lot of disease and cause maggots.;I dry my hair after I wash it or I will get ill. ;0.12;-0.647239
Could you climb up the tree and save my cat from jumping please? ;Can you get up that tree and rescue my cat otherwise it might jump?;3.83;1.954743
The pleasure that I get from studying, is that I learn new things.;I have a doubt about this exam, we never got to study for it.;0.74;0.157148
The perpetrators of war crimes are rotten to the core.;There are many global issues that everybody should be aware of, such as the threat of terrorism. ; 0.95;1.511589
